매물ID,모델,현재가격_만원,주행거리_km,배기량_cc,좌석수,차량연령,사고강도점수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,제조사_현대,제조사_기아,제조사_제네시스,제조사_KG모빌리티(쌍용),제조사_쉐보레(GM대우),제조사_르노코리아(삼성),연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_수소,색상_흰색,색상_검정색,색상_은색,색상_기타,변속기_오토계열,차급_SUV계열,차급_세단계열
41389506,트랙스,1490,57776,1399,5,5,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41391899,트랙스,750,98215,1362,5,10,6,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41392353,트랙스,1000,62904,1598,5,6,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
41393984,트랙스,2360,1719,1199,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41395597,트레일블레이저,1990,27359,1341,5,4,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41395707,말리부,590,71620,1998,5,11,4,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41396313,말리부,360,131636,1998,5,11,21,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41399733,스파크,250,43279,995,5,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41404416,올란도,690,119245,1998,7,9,15,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
41407853,말리부,1100,90900,1998,5,8,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41408857,트랙스,670,141931,1362,5,10,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41408884,스파크,700,109722,999,5,8,3,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41409457,트랙스,830,130163,1362,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41411474,말리부,1150,81591,1998,5,9,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41411739,트랙스,459,148900,1598,5,10,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
41412190,트레일블레이저,1330,143564,1341,5,5,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41412350,스파크,490,149637,999,5,10,13,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41414699,말리부,1990,83072,1998,5,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41415181,말리부,990,49460,1490,5,9,3,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41417782,스파크,440,108693,999,5,9,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
41418656,말리부,1890,42694,1998,5,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41418753,말리부,2130,43188,1998,5,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41420216,말리부,440,91108,1998,5,12,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41421209,스파크,590,118376,999,5,10,6,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41423159,말리부,690,135198,1490,5,9,7,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41423711,트랙스,2190,24725,1199,5,2,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41423713,올란도,550,137053,1998,7,11,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0
41424289,스파크,770,81324,999,5,7,3,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41424479,트랙스,770,102000,1598,5,6,6,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
41425005,트랙스,960,114448,1362,5,7,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41428128,스파크,730,90583,999,5,8,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41429575,올란도,699,111012,1598,7,9,8,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
41430138,스파크,299,106049,995,5,13,15,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41430564,크루즈,479,108249,1362,5,10,4,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41430893,트랙스,750,147556,1362,5,9,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41431274,트랙스,2350,11840,1199,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41432964,트레일블레이저,2490,21261,1341,5,2,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41435749,말리부,400,150866,1956,5,12,4,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
41437732,캡티바,360,167383,1998,7,13,3,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
41437930,트랙스,800,98621,1362,5,6,8,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
41439115,크루즈,399,124965,1362,5,11,8,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41445091,스파크,590,110495,999,5,11,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41445215,스파크,650,62982,999,5,10,4,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41445892,트랙스,2370,14253,1199,5,2,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41449620,말리부,619,137394,1998,5,9,4,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41449864,말리부,320,153230,1998,5,11,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41451334,올란도,310,174457,1998,7,12,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
41451436,이쿼녹스,2500,40189,1490,5,4,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41451555,트레일블레이저,2150,68226,1341,5,6,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41452761,임팔라,820,129232,3564,5,10,12,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41452962,올란도,659,79891,1998,7,13,6,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
41453625,말리부,1750,39934,1998,5,4,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41454539,스파크,450,122444,999,5,10,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41455053,크루즈,249,162185,1796,5,11,17,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41455060,스파크,849,58944,999,5,5,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41455121,스파크,599,75911,999,5,11,15,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41455447,크루즈,350,131649,1796,5,10,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41456725,올란도,530,71352,1998,7,13,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
41457157,이쿼녹스,1120,117685,1598,5,8,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
41458046,트랙스,780,89311,1362,5,6,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41458881,트랙스,1080,74316,1362,5,8,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41459149,스파크,790,31129,999,5,6,5,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41461327,스파크,490,117228,999,5,10,3,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41462250,올란도,620,108661,1998,7,10,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
41463070,말리부,790,134392,1490,5,10,9,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41464401,올란도,249,143060,1998,7,15,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
41464727,스파크,450,89272,995,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41464779,트랙스,2050,50191,1199,5,3,4,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41466680,올란도,900,31589,1998,7,10,3,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
41470118,트랙스,2320,22416,1199,5,2,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41470517,트랙스,1980,14088,1199,5,2,6,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41470541,말리부,450,168378,1490,5,9,17,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41470582,말리부,630,150570,1490,5,10,10,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41470715,크루즈,330,99040,1796,5,11,15,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41470839,스파크,360,118181,995,5,14,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
41471199,트랙스,649,41390,1598,5,11,6,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
41471539,말리부,450,80978,1998,5,12,6,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41471988,스파크,430,105594,999,5,11,9,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41474075,알페온,300,132356,2384,5,14,7,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41474116,스파크,440,79510,995,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
41475118,스파크,800,51318,999,5,6,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41479974,말리부,400,184052,1956,5,12,11,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
41480948,말리부,1650,58081,1341,5,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41482931,트랙스,500,109653,1598,5,10,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
41483042,크루즈,290,113552,1796,5,12,15,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41483116,스파크,250,87272,995,5,12,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41485413,트레일블레이저,1345,147302,1341,5,4,3,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41486816,트래버스,3990,7183,3564,7,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41486948,크루즈,399,131750,1998,5,12,8,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
41487379,스파크,930,47082,999,5,6,3,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41487726,스파크,499,61952,999,5,10,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41488306,크루즈,149,176317,1796,5,14,6,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41488423,말리부,1149,108041,1998,5,7,14,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41489013,트랙스,2250,21675,1199,5,3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41489284,크루즈,250,99786,1796,5,13,11,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41491605,올란도,390,190248,1998,7,13,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
41493553,트레일블레이저,2300,40351,1341,5,5,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41493670,말리부,2130,44044,1341,5,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41495101,트랙스,670,129950,1362,5,9,8,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41495180,말리부,330,140400,1998,5,12,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41495899,크루즈,230,193221,1998,5,12,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
41495907,트레일블레이저,2710,24486,1341,5,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41496981,스파크,500,61970,999,5,11,19,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41496991,트랙스,970,79072,1362,5,7,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41497497,스파크,370,57352,995,5,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41499057,트레일블레이저,1830,73062,1341,5,6,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
41499971,트랙스,1950,30828,1199,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
41501584,트랙스,399,189326,1362,5,12,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41502041,올란도,399,145529,1998,7,11,8,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
41502310,트래버스,3750,43981,3564,7,4,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41502861,트레일블레이저,2530,39233,1341,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41503721,콜로라도,2600,34121,3649,5,5,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
41505125,트랙스,2180,47428,1199,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
41507397,캡티바,349,146027,1998,7,14,2,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
41508038,말리부,1250,86186,1341,5,6,8,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41509398,트랙스,955,101966,1362,5,8,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41510840,스파크,470,145848,999,5,11,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41510891,말리부,400,152813,1956,5,11,5,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
41511119,말리부,680,125902,1490,5,10,11,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41511574,말리부,790,159854,1998,5,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41512946,트래버스,1890,128527,3564,7,5,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41513093,콜로라도,3150,31208,3649,5,5,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41515268,스파크,710,62239,999,5,9,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41515310,올란도,350,189702,1998,7,13,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
41515324,올란도,450,154609,1998,7,11,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
41515599,크루즈,450,112635,1362,5,11,4,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41516052,트랙스,2280,31455,1199,5,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
41518080,트레일블레이저,2390,73663,1341,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41518169,스파크,340,145829,999,5,10,12,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41521444,크루즈,380,57009,1998,5,12,6,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
41521586,트래버스,1990,120705,3564,7,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41524369,스파크,230,47122,995,2,14,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41524552,아베오,349,161660,1362,5,12,9,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41524626,말리부,660,80060,1998,5,10,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41524647,트랙스,1020,74899,1362,5,10,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41527050,스파크,680,103216,999,5,7,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41528151,말리부,1760,32936,1998,5,7,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41528473,말리부,1150,28924,1490,5,9,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41529340,말리부,1290,56354,1341,5,7,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41529859,스파크,350,59216,995,5,13,16,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41530044,아베오,320,94955,1362,5,11,21,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41530205,올란도,470,172096,1998,7,11,8,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
41530448,올란도,299,259290,1998,7,12,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
41530467,크루즈,340,123341,1796,5,12,5,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41530875,말리부,1200,69104,1341,5,7,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41531099,콜로라도,2930,74854,3649,5,5,6,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41531385,스파크,700,121381,999,5,6,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41532988,트랙스,780,78885,1598,5,5,13,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
41533044,스파크,195,151590,995,5,13,8,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41534018,트랙스,950,54740,1362,5,9,10,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41535588,말리부,1760,32755,1341,5,5,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41535693,올란도,209,200954,1998,7,13,11,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
41535942,아베오,299,97069,1598,5,13,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41535970,스파크,720,56552,999,5,10,3,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41536414,트레일블레이저,1880,27116,1341,5,6,6,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41536996,말리부,1010,132496,1341,5,7,13,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41537042,스파크,220,141895,995,5,13,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
41537090,스파크,930,44660,999,5,7,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41537293,스파크,455,132277,999,5,10,10,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41538597,말리부,1430,30704,1341,5,7,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41540227,스파크,690,72789,999,5,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41541267,스파크,590,82568,999,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41542491,트랙스,2300,22284,1199,5,2,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
41542810,이쿼녹스,840,180750,1598,5,8,26,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
41545024,트랙스,730,113040,1362,5,9,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41545578,트래버스,3880,29548,3564,7,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41545597,말리부,1590,112973,1341,5,5,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
41545899,스파크,710,64768,999,5,8,9,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
41546272,트랙스,920,56549,1362,5,8,3,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
41546445,아베오,235,97105,1598,5,14,8,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
41546548,이쿼녹스,2470,62656,1490,5,4,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41546944,트랙스,580,110141,1362,5,11,3,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
41547453,크루즈,380,71389,1796,5,13,6,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
